time,id,site,x,y,territory,EX,auc_diff,class2_auc_diff,Abibal,Acespi,Aranud,Betpap,Corcan,Drycar,Linbor,Maican,Oxamon,Poptre,Prupen,Rubida,Sorame,Clibor,Epiang,Fraame,Lysbor,Ortsec,Osmcla,Picea,Ribgla,Sampub,Sympun,Betall,Coptri,Rubpub,Thuocc,Mitnud,Grass,Amecan,Carex,Lacbie,Lycopod,Gymdis,Acerub,Rumaca,Pilcae,Taroff,Polyvir,Pteaqu,Epigla,Solmac,Gauhis,Anamar,Geumac,Nabtri,Salix,Riblac,Solcan,Vibedu,Galtri,Athfil,Ciralp,Corsto,Corcor,Monuni,Strlan,Phecon,Loncan,Alnrug,Equarv,Impcap
T3,CH1105_TE,CH1105,429582.0715,5412471.573,Chic-Chocs,TE,-3746.946436,Lower,0.281428571,0,0.029761905,0.027619048,0.258333333,0,0.192619048,0.166904762,0,0,0,0.219047619,0,0,0.005,0,0.000952381,0.001190476,0,0.130714286,0,0,0,0,0.032619048,0.300476191,0.006190476,0.02,0.002857143,0.002380952,0.001666667,0,0.000476191,0,0,0,0.000952381,0.013809524,0,0,0,0,0.03952381,0,0,0,0,0.006904762,0,0.047380952,0,0.011428571,0,0,0,0,0,0,0,0,0,0
T4,CH1105_TE,CH1105,429582.0715,5412471.573,Chic-Chocs,TE,-3746.946436,Lower,0.31427381,0,0.043242857,0.002185714,0.238647619,0,0.202235714,0.129978571,0,0,0,0.212466667,0,0.001157623,0.009435714,0.007782143,0.000298214,0.002850794,0,0.215438095,0,0,0,0,0.040845238,0.256088095,0.010669048,0.018878571,0.00952381,0.0287,0.00592381,0.00197623,1.43996E-06,0.001754853,0,0,0.004630556,0.013654762,0,0,0.001700161,0,0.056290476,0,0,0,0,0.018742857,0,0.039357143,0,0.012318254,0.002307647,0,0,0,0,0,0,0,0,0
T5,CH1105_TE,CH1105,429582.0715,5412471.573,Chic-Chocs,TE,-3746.946436,Lower,0.288809524,0,0.034047619,0,0.231666667,0,0.155952381,0.067142857,0,0,0,0.164047619,0,0.000238095,0.006666667,0.011190476,0,0.001428571,0,0.223809524,0,0,0,0,0.017619048,0.192380952,0.005476191,0.010714286,0.003571429,0.022619048,0.005238095,0.002142857,0,0.000476191,0,0,0.001190476,0.007142857,0,0,0.000476191,0,0.049285714,0,0,0,0,0.012142857,0,0.013809524,0,0.008571429,0.000714286,0,0,0,0,0,0,0,0,0
T6,CH1105_TE,CH1105,429582.0715,5412471.573,Chic-Chocs,TE,-3746.946436,Lower,0.312590477,0,0.044221429,0.001066667,0.279638095,1.61905E-05,0.147907143,0.067566667,0,0,0,0.149657143,0,0.000228769,0.009764286,0.023512004,0.00042381,0.002813492,0,0.265869048,-2.11671E-16,0,0,0,0.023388095,0.217064286,0.007478571,0.01652381,0.003657143,0.031797619,0.007283333,0.002999256,2.80971E-05,0.000462133,0,0,0.001165476,0.007104762,0,0,0.001000179,0,0.060483333,0,0,0,0,0.019038095,0,0.017842857,1.61905E-05,0.014393651,4.40972E-05,0,0,0,0,0,0,0,0,0
T2,MA1001_EX,MA1001,362673.389,5395739.573,Matane,EX,0,Exclosure,0.185555556,0,0.073888889,0.0675,0.721944444,0.281944444,0,0.000833333,0.136111111,0,0,0.099722222,0.141666667,0.167222222,0.005277778,0,0.009444444,0,0,0.046666667,0,0,0,0,0,0,0,0,0,0,0.012222222,0,0,0,0,0,0,0,0.007222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003611111,0,0,0,0,0,0,0,0
T3,MA1001_EX,MA1001,362673.389,5395739.573,Matane,EX,0,Exclosure,0.463809524,0,0.253809524,0.093333333,1.157619048,0.330952381,0,0.040476191,0.136666667,0,0,0.23,0.255238095,0.359047619,0.005238095,0,0.014761905,0,0,0.041428571,0.004761905,0,0,0,0.004285714,0,0,0,0,0,0.014285714,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00952381,0,0,0,0,0,0,0,0
T4,MA1001_EX,MA1001,362673.389,5395739.573,Matane,EX,0,Exclosure,0.233809524,0,0.13952381,0.062142857,0.763333333,0.241428571,0,0.046666667,0.116190476,0,0.002857143,0.13452381,0.172619048,0.201190476,0,0,0,0,0,0.028333333,0,0,0,0,0.001666667,0,0.00452381,0,0,0,0.006428571,0,0,0,0,0,0.001904762,0,0,0.02285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,MA1001_EX,MA1001,362673.389,5395739.573,Matane,EX,0,Exclosure,0.304033333,0,0.092166667,0.070821429,0.781214286,0.223402381,0,0.018864286,0.020521429,0,0.000606111,0.063211905,0.120847619,0.135185714,0.002212037,0,0.000166667,0,0,0.027814286,0.001392659,0,0,0,0.000595476,0,0.000797381,0,0,0,0.001452381,0,0,0,0,0,0.000213452,0,0,0.034895238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,MA1001_EX,MA1001,362673.389,5395739.573,Matane,EX,0,Exclosure,0.397380952,0,0.082857143,0.089761905,0.682380952,0.234761905,0,0.024047619,0.004047619,0,0,0.058571429,0.107619048,0.096428571,0.005,0,0.001190476,0,0,0.040952381,0.003809524,0,0,0,0.001666667,0,0,0,0,0,0.002142857,0,0,0,0,0,0,0,0,0.05619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,MA1001_TE,MA1001,362703.4217,5395752.296,Matane,TE,-3116.774512,Lower,0.200555556,0,0.046944444,0.020277778,0.794166667,0.175,0,0.044166667,0.183611111,0,0,0.185277778,0.095555556,0.061111111,0.013888889,0,0.008611111,0,0,0.019722222,0.009444444,0,0,0,0.001666667,0,0.003333333,0,0,0.011666667,0,0,0,0.000833333,0.015833333,0,0,0,0,0.24222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,MA1001_TE,MA1001,362703.4217,5395752.296,Matane,TE,-3116.774512,Lower,0.211666667,0.00452381,0.060238095,0.000952381,0.596190476,0.091666667,0,0.05952381,0.073333333,0,0,0.248809524,0.095714286,0.084285714,0.007619048,0,0,0,0,0.011904762,0.000714286,0.019047619,0,0,0.000714286,0,0.003571429,0,0,0,0,0,0,0,0.030952381,0,0,0,0,0.31047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,MA1001_TE,MA1001,362703.4217,5395752.296,Matane,TE,-3116.774512,Lower,0.275238095,0,0.068809524,0.038095238,0.665952381,0.128333333,0,0.094761905,0.110476191,0,0,0.3,0.187142857,0.118333333,0.010714286,0,0.001428571,0,0,0.046904762,0,0.010714286,0,0,0.012142857,0.001666667,0.007142857,0,0,0,0,0,0,0.011190476,0.041190476,0,0.000714286,0,0,0.30666667,0,0,0,0,0,0,0,0,0,0.001904762,0,0.039761905,0,0,0,0,0,0,0,0,0,0
T5,MA1001_TE,MA1001,362703.4217,5395752.296,Matane,TE,-3116.774512,Lower,0.312485714,0,0.053902381,0.026566667,0.592678571,0.10867619,0,0.027833333,0.01667381,0,0,0.278490476,0.128697619,0.049485714,0.00395,0,0.00040119,0,0,0.033876191,0,0.00217381,0,0,0.003907143,0.00143271,0.001735714,0,0,0,0,0,0,0.00787381,0.047545238,0,3.21375E-16,0,0,0.327016667,0,0,0,0,0,0,0,0,0,0.000213452,0,0.008311905,0,0,0,0,0,0,0,0,0,0
T6,MA1001_TE,MA1001,362703.4217,5395752.296,Matane,TE,-3116.774512,Lower,0.387380952,0,0.054285714,0.031428571,0.485238095,0.124285714,0,0.020714286,0.002142857,0,0,0.295,0.113095238,0.047380952,0.003571429,0,0.000952381,0,0,0.042857143,0,0,0,0,0.001904762,0.003571429,0.001428571,0,0,0,0,0,0,0.010952381,0.061666667,0,0,0,0,0.41619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,MA1002_EX,MA1002,362382.0672,5401243.758,Matane,EX,0,Exclosure,0.114722222,0.04,0.075277778,0.097222222,0.709166667,0.23,0,0.377777778,0.130833333,0,0.084722222,0.452222222,0.040555556,0.085,0.139444444,0,0.015277778,0,0,0.022222222,0,0.011388889,0,0,0.029444444,0,0.011388889,0,0,0.018055556,0.047222222,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,MA1002_EX,MA1002,362382.0672,5401243.758,Matane,EX,0,Exclosure,0.129047619,0.051904762,0.047380952,0.116666667,0.618333333,0.138809524,0,0.370238095,0.035,0,0.103333333,0.416666667,0.009761905,0.076666667,0.073571429,0,0.005476191,0,0,0.023333333,0,0.027142857,0,0,0.032857143,0,0.001428571,0,0,0,0.027619048,0,0,0.001190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,MA1002_EX,MA1002,362382.0672,5401243.758,Matane,EX,0,Exclosure,0.182857143,0.065,0.078333333,0.172857143,0.815714286,0.240952381,0,0.547380952,0.044047619,0,0.096666667,0.408571429,0.043809524,0.130238095,0.096904762,0,0,0,0,0.028809524,0,0.015952381,0,0,0.080238095,0,0.008095238,0,0,0.012380952,0.008333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007380952,0,0,0,0,0,0,0
T5,MA1002_EX,MA1002,362382.0672,5401243.758,Matane,EX,0,Exclosure,0.233788095,0.069271429,0.081933333,0.159476191,0.754247619,0.190647619,0,0.258152381,0.007633333,0,0.049069048,0.314802381,0.037752381,0.066188095,0.092095238,0,0,0,0,0.025214286,0,0.003830952,0,0,0.022983333,0,0.005885714,0,0,0.016705952,0.000707143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001741667,8.98809E-05,0,0,0,0,0,0
T6,MA1002_EX,MA1002,362382.0672,5401243.758,Matane,EX,0,Exclosure,0.294761905,0.08547619,0.094047619,0.221190476,0.671190476,0.209761905,0,0.110476191,0.000952381,0,0.049285714,0.285,0.052619048,0.063571429,0.101904762,0,0,0,0,0.035,0,0.004047619,0,0,0.018095238,0,0.01,0,0,0.032142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000476191,0,0,0,0,0,0
T2,MA1002_TE,MA1002,362340.4968,5401277.938,Matane,TE,11329.4918,Moderate,0.038055556,0.006388889,0.006666667,0.129166667,0.804444444,0.021944444,0,0.338055556,0.068333333,0,0.005,0.390833333,0.040555556,0.032222222,0.046111111,0,0.007777778,0,0,0.0025,0,0.0325,0,0,0.046388889,0,0.006944444,0,0.001111111,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,MA1002_TE,MA1002,362340.4968,5401277.938,Matane,TE,11329.4918,Moderate,0.063571429,0.00547619,0.016190476,0.081190476,0.647857143,0.012380952,0.002142857,0.161666667,0.019047619,0,0.004285714,0.438095238,0.084285714,0.024047619,0.04952381,0,0,0,0,0.001904762,0,0.055238095,0,0,0.025,0.000476191,0.012142857,0,0.000714286,0,0.024761905,0.000714286,0,0,0,0,0,0.001904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,MA1002_TE,MA1002,362340.4968,5401277.938,Matane,TE,11329.4918,Moderate,0.114761905,0.01547619,0.016428571,0.084047619,0.802380952,0.016190476,0.001904762,0.676904762,0.050714286,0,0.002619048,0.446428571,0.088809524,0.045714286,0.064761905,0,0.000714286,0,0,0.005476191,0,0.019761905,0,0,0.102857143,0,0.00452381,0,0,0,0.006428571,0.001190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,MA1002_TE,MA1002,362340.4968,5401277.938,Matane,TE,11329.4918,Moderate,0.128971429,0.003811905,0.017514286,0.092445238,0.769661905,0.024797619,0.003979894,0.3884,0.008147619,0,0.001880159,0.320092857,0.094347619,0.014685714,0.023980952,0,4.04884E-17,0,0,0.003680952,0,0.014145238,0,0,0.0723,0.000265051,0.004601323,0,0.002322751,0,0.00107619,0.000217262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,MA1002_TE,MA1002,362340.4968,5401277.938,Matane,TE,11329.4918,Moderate,0.177142857,0,0.029761905,0.110714286,0.725714286,0.04547619,0.008333333,0.272142857,0.003809524,0,0.003809524,0.251904762,0.106904762,0.017142857,0.025714286,0,0,0,0,0.005476191,0,0.022380952,0,0,0.071190476,0.000952381,0.007857143,0,0.005,0,0.001190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,MA1003_EX,MA1003,346568.3726,5410358.35,Matane,EX,0,Exclosure,0.264444444,0,0.512777778,0.001388889,0.838888889,0.038333333,0.025555556,0.218055556,0.035833333,0,0.241666667,0.229166667,0.080555556,0.127777778,0.006666667,0,0.002777778,0,0.030555556,0.0175,0,0,0,0,0.014166667,0,0.002777778,0,0,0.107222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,MA1003_EX,MA1003,346568.3726,5410358.35,Matane,EX,0,Exclosure,0.215,0.045952381,0.387142857,0.030952381,0.465238095,0.018095238,0.008571429,0.10452381,0.012857143,0,0.194761905,0.166190476,0.070238095,0.078571429,0.003095238,0,0.000952381,0,0.019285714,0.015476191,0,0,0,0,0.010238095,0,0.008333333,0,0,0.101904762,0,0,0,0,0,0,0,0,0,0,0,0.001904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,MA1003_EX,MA1003,346568.3726,5410358.35,Matane,EX,0,Exclosure,0.249047619,0.031666667,0.53547619,0.015238095,0.814047619,0.024761905,0.013095238,0.356666667,0.007619048,0,0.194047619,0.203095238,0.08047619,0.093333333,0.002380952,0,0.001190476,0,0.030952381,0.01452381,0,0,0,0,0.010714286,0,0.005952381,0,0,0.132619048,0,0,0,0,0,0,0,0,0,0,0,0.003809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,MA1003_EX,MA1003,346568.3726,5410358.35,Matane,EX,0,Exclosure,0.305654762,0.011333333,0.426809524,0.009630952,0.691997619,0.015316667,0.004997619,0.189552381,0.000621429,0,0.086071429,0.115928571,0.026183333,0.079928571,0.000564286,0,0.000166667,0,0.008,0.012480952,0,0,0,0,0.003004762,0,0.009142857,0,0,0.106335714,0,0,0,0,0,0,0,0,0,0,0,0.003240906,0,0,0,0,0,0,0,0,0,0,0,0,0.000894456,0,0,0,0,0,0,0
T6,MA1003_EX,MA1003,346568.3726,5410358.35,Matane,EX,0,Exclosure,0.467857143,0.011428571,0.406904762,0.014285714,0.711190476,0.024285714,0.005714286,0.136428571,0.000238095,0,0.041666667,0.076190476,0.024285714,0.082857143,0.000238095,0,0,0,0.006190476,0.023571429,0,0,0,0,0.000952381,0,0.020476191,0,0,0.131190476,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.002142857,0,0,0,0,0,0,0
T2,MA1003_TE,MA1003,346629.9371,5410370.862,Matane,TE,18993.3142,Higher,0.14,0.015833333,0.320833333,0,0.811388889,0.188888889,0.025555556,0.2475,0.109444444,0,0.059444444,0.397222222,0.058333333,0.126666667,0.003611111,0,0.017777778,0,0,0,0,0,0,0,0.049166667,0,0.015555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,MA1003_TE,MA1003,346629.9371,5410370.862,Matane,TE,18993.3142,Higher,0.164285714,0.005714286,0.33047619,0,0.474285714,0.093571429,0.002619048,0.066904762,0.020952381,0,0.057142857,0.430238095,0.041666667,0.03,0.027380952,0,0,0,0,0,0,0,0,0,0.020476191,0,0.005238095,0,0.006428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,MA1003_TE,MA1003,346629.9371,5410370.862,Matane,TE,18993.3142,Higher,0.166190476,0.010238095,0.406904762,0.008333333,0.698571429,0.126904762,0.01452381,0.421904762,0.041904762,0,0.09452381,0.537142857,0.065952381,0.088095238,0.016190476,0,0,0,0,0.013809524,0,0,0,0,0.058571429,0.000238095,0.005,0,0.001666667,0,0,0.001428571,0,0,0,0,0,0.000952381,0,0,0,0.003571429,0,0.001190476,0,0,0,0,0.000714286,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,MA1003_TE,MA1003,346629.9371,5410370.862,Matane,TE,18993.3142,Higher,0.191816667,0.006130952,0.326142857,0.006947619,0.640145238,0.110430952,0.002883333,0.199478572,0.007380952,0,0.075964286,0.425180952,0.058419047,0.074171428,0.017961905,0,0,0,0,0.003665476,0,0,0,0,0.064785714,3.21375E-16,0.000580952,0,0.000201786,0,0,0.000150595,0,0,0,0,4.04762E-05,0.000210119,0,0,0,0.006475926,0,0.0002125,0,0,0,0,3.21375E-16,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,MA1003_TE,MA1003,346629.9371,5410370.862,Matane,TE,18993.3142,Higher,0.262619048,0.009285714,0.348095238,0.011190476,0.612619048,0.135714286,0.001190476,0.111190476,0.002619048,0,0.073095238,0.432380952,0.067380952,0.075476191,0.030952381,0,0,0,0,0,0,0,0,0,0.088571429,0,0.000476191,0,0.000952381,0,0,0,0,0,0,0,0.000238095,0,0,0,0,0.013095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,MA1104_EX,MA1104,328399.4966,5396357.613,Matane,EX,0,Exclosure,0.045238095,0.337142857,0.277619048,0.009761905,0.438809524,0.053571429,0,0.052380952,0.012380952,0,0.216666667,0.032142857,0.033333333,0.119285714,0,0,0.010714286,0,0,0,0,0,0,0.022142857,0,0,0.007857143,0,0,0,0,0,0,0,0.012380952,0,0,0,0,0,0,0.008809524,0,0,0,0.002380952,0,0,0,0,0,0,0,0,0.051904762,0,0.000476191,0,0,0,0,0
T3,MA1104_EX,MA1104,328399.4966,5396357.613,Matane,EX,0,Exclosure,0.122380952,0.47452381,0.371428571,0.081666667,0.559285714,0.062380952,0,0.231904762,0.005714286,0.007619048,0.204761905,0.07952381,0.058571429,0.168095238,0.009047619,0,0.00452381,0,0,0.005,0,0.005238095,0,0.016190476,0,0,0,0,0,0,0,0,0,0.005238095,0.034761905,0,0,0,0,0,0,0.004047619,0,0,0,0,0,0,0,0,0,0,0,0,0.136666667,0,0,0.015714286,0,0,0,0
T4,MA1104_EX,MA1104,328399.4966,5396357.613,Matane,EX,0,Exclosure,0.180883333,0.584778571,0.363802381,0.127207143,0.408021429,0.087071429,0,0.103014286,0.001688889,0.000244312,0.103671429,0.350664286,0.082909524,0.122578571,0.01785,0,0.001818254,0,0,0.01967619,0,0.000814286,0,0.034571428,0,0,0,0,0,0,0,0,0,0.003273413,0.025971429,0,0,0,0,0.005927381,0,0.000371429,0,0,0,0.002140198,0,0,0,0,0,0,0,0,0.08575,0,0.004541071,0.0194,0,0,0,0
T5,MA1104_EX,MA1104,328399.4966,5396357.613,Matane,EX,0,Exclosure,0.150714286,0.473809524,0.26452381,0.112619048,0.312380952,0.076428571,0,0.025238095,0.000238095,0,0.003571429,0.276904762,0.073095238,0.061904762,0.018095238,0,0.000238095,0,0,0.014047619,0,0,0,0.03452381,0,0,0,0,0,0,0,0,0,0.001190476,0.012857143,0,0,0,0,0.01071429,0,0,0,0,0,0.001904762,0,0,0,0,0,0,0,0,0.04952381,0,0.002857143,0.018333333,0,0,0,0
T6,MA1104_EX,MA1104,328399.4966,5396357.613,Matane,EX,0,Exclosure,0.181264286,0.434947619,0.256278571,0.129676191,0.349280952,0.076704762,0,0.035647619,0.000716369,0.000645238,0.023904762,0.285469048,0.082971428,0.064638095,0.030011905,0,0.000832143,0,0,0.022100893,0,0.000254762,0,0.047802381,0,0,1.90476E-05,0,0,0,0,0,0,0.001942857,0.020997619,0,0,0,0,0.02216756,0,0.000185714,0,0,0,0.003081845,0,0,0,0,0,0,0,0,0.053088095,0,0.004364881,0.029357143,0,0,0,0
T2,MA1104_TE,MA1104,328388.0002,5396326.481,Matane,TE,-3472.55457,Lower,0.116428571,0.166904762,0.298571429,0.016904762,0.436904762,0.040714286,0,0.083809524,0.00452381,0,0.15,0.078095238,0.055952381,0.082380952,0,0,0.03,0,0,0.006190476,0,0.007380952,0,0.009285714,0,0,0.017619048,0,0,0.032142857,0,0,0.002619048,0,0.064047619,0,0,0.000952381,0,0,0,0.011904762,0,0,0,0,0,0,0,0.006190476,0,0,0,0,0.002380952,0,0,0,0,0,0,0
T3,MA1104_TE,MA1104,328388.0002,5396326.481,Matane,TE,-3472.55457,Lower,0.148571429,0.178571429,0.366190476,0.077857143,0.504761905,0.092380952,0,0.290476191,0.003571429,0,0.070476191,0.137142857,0.104285714,0.131190476,0,0,0.019761905,0,0,0.026190476,0,0.002619048,0,0,0.000476191,0.00952381,0.019761905,0,0,0,0,0,0.00452381,0.012142857,0.054761905,0,0,0,0,0.00452381,0,0,0,0,0,0,0,0,0,0.008809524,0,0,0,0,0.024761905,0,0,0.006190476,0.03809524,0,0,0
T4,MA1104_TE,MA1104,328388.0002,5396326.481,Matane,TE,-3472.55457,Lower,0.315538096,0.289080952,0.486966667,0.092652381,0.450697619,0.079254762,0,0.123061905,0.000271429,0,0.094492857,0.204521429,0.103104762,0.090640476,0.033422619,0,0.003635714,0,0,0.0359,0,0.020621429,0,0,1.43996E-06,0.000692857,0.033952381,0.001754853,0,0,0,0,0.000397619,0.01997619,0.074864286,0,0,0,0,5.85979E-05,0,0.00405625,0,0,0,0,0,0,0,0.00912381,0,0,0,0,0.030035714,0,0,0.015780952,0.081195238,0,0,0
T5,MA1104_TE,MA1104,328388.0002,5396326.481,Matane,TE,-3472.55457,Lower,0.342380952,0.244285714,0.423571429,0.08952381,0.330952381,0.056190476,0,0.078809524,0,0,0.053571429,0.199285714,0.088571429,0.05952381,0.018809524,0,0,0,0,0.036190476,0,0.015952381,0,0,0,0,0.027857143,0.000476191,0,0,0,0,0,0.014285714,0.033095238,0,0,0,0,0,0,0.000952381,0,0,0,0,0,0,0,0.00952381,0,0,0,0,0.028095238,0,0,0.011428571,0.06428571,0,0,0
T6,MA1104_TE,MA1104,328388.0002,5396326.481,Matane,TE,-3472.55457,Lower,0.381340477,0.249997619,0.368288095,0.117185714,0.345073809,0.05887619,0,0.082069048,0.000245238,0,0.050304762,0.239157143,0.098695238,0.058935714,0.023705952,0,0.000578571,0,0,0.051676191,0,0.026114286,0,2.38095E-05,2.80971E-05,0.000414286,0.03437381,0.000462133,0,-2.11671E-16,0,0,0.000352381,0.022088095,0.03167619,0,0,1.85867E-09,0,6.5873E-05,0,0.000542857,0,0,0,0,0,0,0,0.018061905,0,0,0,0,0.036330952,0,0,0.019271429,0.078178571,0,0,0
T2,MA1105_EX,MA1105,370305.2661,5399658.981,Matane,EX,0,Exclosure,0.05047619,0,0,0,0.062619048,0,0.004285714,0.073809524,0.009761905,0,0,0.200952381,0,0,0.029047619,0,0,0,0,0.018809524,0.059761905,0.018571429,0,0,0.002619048,0,0,0,0,0,0.060952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,MA1105_EX,MA1105,370305.2661,5399658.981,Matane,EX,0,Exclosure,0.046190476,0,0,0,0.081428571,0,0.004285714,0.310714286,0.024285714,0,0,0.464761905,0,0,0.045952381,0,0,0,0,0.004285714,0.107380952,0.021190476,0,0,0.012857143,0,0,0,0,0,0.025476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,MA1105_EX,MA1105,370305.2661,5399658.981,Matane,EX,0,Exclosure,0.089978571,0,0,0,0.139714286,0,0.022759524,0.120307143,0.006669048,0,0,0.452611905,0,0.002819722,0.134140476,0,0,0,0,0.013323809,0.229057143,0.033788095,0,0,0.026659524,0,0,0,0,0,0.027883333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,MA1105_EX,MA1105,370305.2661,5399658.981,Matane,EX,0,Exclosure,0.098571429,0,0,0,0.126666667,0,0.018333333,0.082380952,0.000952381,0,0,0.397619048,0,0.002619048,0.114285714,0,0,0,0,0.006666667,0.185,0.022857143,0,0,0.026666667,0,0,0,0,0,0.006428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,MA1105_EX,MA1105,370305.2661,5399658.981,Matane,EX,0,Exclosure,0.116954762,0,0,0,0.127757143,0,0.026457143,0.088876191,0.001319048,0,0,0.422995238,0,0.005010913,0.144135714,0,0,0,0,0.006388095,0.202833333,0.030145238,0,0,0.038090476,0,0,0,0,0,0.005430953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25397E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,MA1105_TE,MA1105,370299.1797,5399621.365,Matane,TE,-349.9733607,Lower,0.074285714,0,0,0.000714286,0.078333333,0,0.008333333,0.071428571,0.046666667,0,0,0.255,0,0,0.00452381,0,0,0,0,0.042857143,0.013095238,0.004047619,0,0,0,0,0.009047619,0,0,0,0.008571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,MA1105_TE,MA1105,370299.1797,5399621.365,Matane,TE,-349.9733607,Lower,0.071428571,0,0,0,0.109761905,0,0.009285714,0.17,0.031428571,0,0,0.461666667,0,0.006190476,0.009047619,0,0,0,0,0.040952381,0.088333333,0,0,0,0.002857143,0,0.004047619,0,0,0,0.007380952,0,0,0,0,0,0,0,0,0,0.000714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,MA1105_TE,MA1105,370299.1797,5399621.365,Matane,TE,-349.9733607,Lower,0.13642619,0,0,0.004500476,0.215888095,0,0.006633333,0.102845238,0.017023809,0,0,0.548680953,0,0.008166667,0.030916667,0,0,0,0,0.048526191,0.063619047,0.013475085,0,0,0.003668254,0,0.000364286,0,0,0,0.000885238,0.003207222,0,0,0,0,0,0,0,0,0.000190947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,MA1105_TE,MA1105,370299.1797,5399621.365,Matane,TE,-349.9733607,Lower,0.118095238,0,0,0.003809524,0.17,0,0.001904762,0.040238095,0.002142857,0,0,0.567142857,0,0.006190476,0.037380952,0,0,0,0,0.041904762,0.049285714,0.007619048,0,0,0.002857143,0,0,0,0,0,0,0.001666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,MA1105_TE,MA1105,370299.1797,5399621.365,Matane,TE,-349.9733607,Lower,0.125830952,0,0,0.00545873,0.182919048,0,0.002535714,0.050119048,0.002988095,0,0,0.487559524,0,0.009392857,0.053011905,0,0,0,0,0.058228572,0.056447619,0.006494524,0,0,0.00489127,0,0.000185714,0,0,0,0.000519048,0.002202133,0,0,0,0,0,0,0,0,0.000155714,0,0,0,0,0,0,1.42857E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
